amenity,lat,lon,name,category,amnt_id
bicycle_rental,49.26762,-123.12771,South False Creek Seawall,Transportation,1028
science,49.247234,-123.22942,500MeV Cyclotron,Business,1029
workshop,49.247135,-123.22844,Detector Facility,Business,1030
science,49.247334,-123.22904,UCN,Business,1031
science,49.247925,-123.22951,DRAGON,Business,1032
science,49.24789,-123.22976,TITAN,Business,1033
workshop,49.24626,-123.229485,Electronics Assembly,Business,1034
workshop,49.247513,-123.23045,Scintillator Shop,Business,1035
restaurant,49.247738,-123.23065,Cafeteria,Food,1036
science,49.247814,-123.22966,GRIFFIN,Business,1037
science,49.248352,-123.22899,TIGRESS,Business,1038
theatre,49.24772,-123.23027,Auditorium,Attraction,1039
cafe,49.279633,-123.10785,Blenz,Food,1040
pub,49.281273,-123.10773,The Pint,Nightlife,1041
cafe,49.28469,-123.06529,JJ Bean,Food,1042
restaurant,49.26479,-123.228035,Westward Ho,Food,1043
restaurant,49.26313,-123.22134,Snack shack,Food,1044
restaurant,49.254074,-123.23593,Virtuous Pie,Food,1045
nightclub,49.282608,-123.1058,The Bourbon,Nightlife,1046
restaurant,49.242043,-123.10113,Haiyi Seafood Restaurant,Food,1047
cafe,49.277744,-123.09808,Harvest Community Foods,Food,1048
restaurant,49.28028,-123.10125,New Town Bakery & Restaurant,Food,1049
cafe,49.271435,-123.106834,Terra Breads,Food,1050
cafe,49.281734,-123.06386,Pallet Coffee Roasters,Food,1051
cafe,49.2813,-123.057465,platform 7 Coffee,Food,1052
cafe,49.285046,-123.09544,Railtown Café,Food,1053
restaurant,49.28433,-123.09552,Belgard Kitchen,Food,1054
restaurant,49.284184,-123.09774,Ask for Luigi,Food,1055
cafe,49.28284,-123.08968,Ed’s Daily,Food,1056
restaurant,49.28525,-123.11864,Rue 909 Sushi,Food,1057
cafe,49.286087,-123.11633,Tim Hortons,Food,1058
pub,49.285145,-123.11849,Blackbird,Nightlife,1059
bar,49.272835,-123.06974,Storm Crow Tavern,Nightlife,1060
restaurant,49.275543,-123.09961,Bodega,Food,1061
cafe,49.276886,-123.07543,Take Five,Food,1062
restaurant,49.27552,-123.099625,Campagnolo,Food,1063
restaurant,49.276005,-123.099625,Torafuku,Food,1064
restaurant,49.291855,-123.13461,Motomachi Shokudo,Food,1065
pub,49.290276,-123.13175,Red Accordion,Nightlife,1066
fast_food,49.282238,-123.10921,Donair Dude,Food,1067
cafe,49.283222,-123.115524,Tim Hortons,Food,1068
cafe,49.28299,-123.115654,Starbucks,Food,1069
fast_food,49.276665,-123.1272,Subway,Food,1070
bar,49.2769,-123.126854,The Morrissey,Nightlife,1071
restaurant,49.2801,-123.11812,Bentoya,Food,1072
university,49.282402,-123.10855,Simon Fraser University,Attraction,1073
fast_food,49.282375,-123.10848,Subway,Food,1074
restaurant,49.28093,-123.12462,Shizen Ya,Food,1075
restaurant,49.262226,-123.04476,Basil Garden Pho,Food,1076
restaurant,49.287457,-123.12894,Ramen Danbo,Food,1077
restaurant,49.268238,-123.186005,Yuji's from Japan,Food,1078
restaurant,49.282677,-123.10608,Tuc Craft Kitchen,Food,1079
restaurant,49.287918,-123.140434,Zeitoon,Food,1080
pub,49.28557,-123.11656,Moose's Down Under,Nightlife,1081
restaurant,49.25603,-123.11488,Dutch Wooden Shoe Cafe,Food,1082
restaurant,49.279247,-123.11686,Ebi-Ten,Food,1083
fast_food,49.28134,-123.13294,Yummy Pizza,Food,1084
bar,49.281425,-123.133064,The Capital,Nightlife,1085
fast_food,49.280613,-123.131836,Los Amigos Taqueria,Food,1086
fast_food,49.28057,-123.13177,Megabite Pizza,Food,1087
internet_cafe,49.280476,-123.131615,Vista Digital,Leisure,1088
fast_food,49.28137,-123.132996,Donair Dude,Food,1089
restaurant,49.249565,-123.10125,The Acorn,Food,1090
restaurant,49.24992,-123.10124,The Arbor,Food,1091
bar,49.250683,-123.101204,Portland Craft,Nightlife,1092
bicycle_rental,49.259254,-123.12009,Heather & 14th,Transportation,1093
cafe,49.26979,-123.25873,Cafe MOA,Food,1094
events_venue,49.20951,-123.08449,South Hall Banquet and Wedding Palace,Nightlife,1095
pub,49.27026,-123.134056,Off the tracks bar & bistro,Nightlife,1096
bicycle_rental,49.283226,-123.137024,Broughton & Burnaby,Transportation,1097
bicycle_rental,49.276295,-123.10654,Carrall & Seawall,Transportation,1098
car_sharing,49.2624,-123.127426,Zipcar,Transportation,1099
car_sharing,49.28182,-123.11551,Zipcar,Transportation,1100
restaurant,49.24864,-123.10083,Helen's Grill,Food,1101
restaurant,49.27665,-123.12567,Manoush’eh,Food,1102
cafe,49.263718,-123.1087,Milano Cafe,Food,1103
pub,49.28371,-123.10624,The Lamplighter Public House,Nightlife,1104
restaurant,49.299667,-123.13385,Stanley's Bar and Grill,Food,1105
cafe,49.265633,-123.11506,Porto Café,Food,1106
cafe,49.248543,-123.12663,Starbucks,Food,1107
restaurant,49.24861,-123.12525,Mandarin Hong Kong Cafe,Food,1108
restaurant,49.248524,-123.12548,Kim Express,Food,1109
restaurant,49.248524,-123.125534,City 1 cafe,Food,1110
fast_food,49.287376,-123.14142,Boaguette Vietnamese Bistro,Food,1111
place_of_worship,49.24655,-123.1271,Congregation Beth Israel,Attraction,1112
restaurant,49.246586,-123.10103,Chickpea Restaurant,Food,1113
restaurant,49.28616,-123.12421,The Keg Steakhouse + Bar Alberni Street,Food,1114
restaurant,49.28908,-123.13263,Kosoo,Food,1115
cafe,49.268124,-123.16565,The Only Cafe,Food,1116
restaurant,49.278442,-123.11433,Black Rice Izakaya,Food,1117
pub,49.28694,-123.11484,Lions Pub,Nightlife,1118
bank,49.290062,-123.13786,RBC,Business,1119
cafe,49.281494,-123.09841,Ovaltine Cafe,Food,1120
restaurant,49.28232,-123.123955,Sala Thai,Food,1121
cafe,49.28651,-123.12589,JJ Bean,Food,1122
restaurant,49.281395,-123.133705,Sushi Bar Maumi,Food,1123
restaurant,49.284878,-123.124664,Joe Fortes,Food,1124
cafe,49.285664,-123.12728,Breka Bakery & Café,Food,1125
marketplace,49.28681,-123.12797,CB2,Leisure,1126
cafe,49.28682,-123.128525,Cafe Rico,Food,1127
cafe,49.28704,-123.12832,Tim Hortons,Food,1128
restaurant,49.28571,-123.12699,Blossom Dim Sum & Grill,Food,1129
restaurant,49.282967,-123.11057,La Taqueria,Food,1130
restaurant,49.254158,-123.115005,Sushi 7 Japanese Bar & Grill,Food,1131
restaurant,49.254265,-123.115005,Soho Tea Room,Food,1132
bar,49.254353,-123.11499,Kino Cafe Flamenco Tapas Bar,Nightlife,1133
cinema,49.25447,-123.11499,The Park Theatre,Leisure,1134
pub,49.255806,-123.11538,Biercraft,Nightlife,1135
restaurant,49.2603,-123.070015,Jamaican Pizza Jerk,Food,1136
restaurant,49.25988,-123.07003,Varadero Cafe,Food,1137
pub,49.305668,-123.034775,Wildeye Tasting Room,Nightlife,1138
restaurant,49.251934,-123.08035,Kingsway Deli,Food,1139
restaurant,49.268337,-123.069466,Cannibal Café,Food,1140
cafe,49.2821,-123.104515,East Van Roasters,Food,1141
restaurant,49.280956,-123.06123,Vietnam House,Food,1142
restaurant,49.285084,-123.12592,Zefferelli's Spaghetti Joint,Food,1143
cafe,49.288567,-123.117714,Starbucks,Food,1144
restaurant,49.280552,-123.10204,Bestie,Food,1145
cafe,49.28103,-123.11865,Blenz Coffee,Food,1146
restaurant,49.280437,-123.1181,Tractor,Food,1147
restaurant,49.232872,-123.06573,Kokoro Ramen,Food,1148
cafe,49.2387,-123.05092,Xing Fu Tang,Food,1149
bicycle_rental,49.26535,-123.14579,Burrard & 7th,Transportation,1150
bicycle_rental,49.266766,-123.14115,Arbutus & Fir,Transportation,1151
cafe,49.25934,-123.04459,Tim Hortons,Food,1152
fast_food,49.277504,-123.22274,Spanish Banks West Concession,Food,1153
fast_food,49.268475,-123.18597,A&W,Food,1154
cafe,49.268482,-123.18676,Breka Bakery & Café,Food,1155
restaurant,49.26847,-123.18532,Irori Sushi,Food,1156
restaurant,49.26844,-123.18219,Double DD Pizza,Food,1157
restaurant,49.26825,-123.169044,Linh Café,Food,1158
restaurant,49.26825,-123.16878,Raviolino,Food,1159
cafe,49.268253,-123.16778,Nusa Coffee,Food,1160
restaurant,49.268234,-123.16677,Healthy Noodle House,Food,1161
restaurant,49.257954,-123.16782,Zest Japanese Cuisine,Food,1162
ice_cream,49.25797,-123.16798,La Glace,Food,1163
restaurant,49.24877,-123.18539,Stong's Replenish Cafe,Food,1164
restaurant,49.248367,-123.18504,Wild Sushi,Food,1165
restaurant,49.246597,-123.18541,Cosy Inn Cafe,Food,1166
restaurant,49.246296,-123.185394,The Dunbar Public House,Food,1167
theatre,49.24558,-123.18545,Dunbar Theatre,Attraction,1168
restaurant,49.245495,-123.18545,The Cheshire Cheese Inn,Food,1169
cafe,49.2465,-123.18541,Starbucks,Food,1170
restaurant,49.246655,-123.18487,Riya's Pizza,Food,1171
restaurant,49.24699,-123.18507,Sushi Inn,Food,1172
restaurant,49.246906,-123.18507,Mexicali,Food,1173
cafe,49.270058,-123.103035,Amato Gelato & Cafè,Food,1174
cafe,49.23455,-123.036255,COCO Fresh Tea & Juice,Food,1175
restaurant,49.26648,-123.13867,Cheesecake etc.,Food,1176
restaurant,49.312202,-123.07896,Buddha-full,Food,1177
restaurant,49.23496,-123.037186,Jambo Grill,Food,1178
restaurant,49.2913,-123.134895,Saku,Food,1179
restaurant,49.2862,-123.126495,Damso,Food,1180
restaurant,49.278625,-123.11601,Original Joe's,Food,1181
restaurant,49.278606,-123.11686,Patisserie Fur Elise,Food,1182
fast_food,49.278503,-123.11563,Subway,Food,1183
fast_food,49.2786,-123.11581,Russet Shack,Food,1184
cafe,49.278637,-123.115906,Jenjudan,Food,1185
restaurant,49.313023,-123.07714,Table153,Food,1186
fast_food,49.31314,-123.07682,Subway,Food,1187
cafe,49.28299,-123.09592,HAVE cafe,Food,1188
bicycle_rental,49.258865,-123.14352,Pine & 14th,Transportation,1189
bicycle_rental,49.26293,-123.14335,Pine & 10th,Transportation,1190
bicycle_rental,49.281437,-123.139854,Sunset Beach West,Transportation,1191
bicycle_rental,49.268284,-123.10255,3rd & Quebec,Transportation,1192
bicycle_rental,49.263668,-123.15245,Arbutus Greenway & Broadway,Transportation,1193
restaurant,49.264317,-123.17417,Kitstaya Sushi,Food,1194
cafe,49.24979,-123.11518,YiFang Taiwan Fruit Tea,Food,1195
cafe,49.232944,-123.06531,Tim Hortons,Food,1196
restaurant,49.26852,-123.17069,Bangkok City Cafe,Food,1197
restaurant,49.26852,-123.17065,Nishi Restaurant,Food,1198
restaurant,49.26305,-123.112404,Heritage Asian Eatery,Food,1199
cafe,49.286297,-123.12773,Meet Fresh Robson,Food,1200
bicycle_rental,49.265175,-123.13101,7th & Alder,Transportation,1201
bicycle_rental,49.25891,-123.109566,Columbia & 14th,Transportation,1202
bicycle_rental,49.265045,-123.12377,7th & Laurel,Transportation,1203
place_of_worship,49.279263,-123.09314,PTT Buddhist Temple,Attraction,1204
restaurant,49.288483,-123.13975,Gillaneh Restaurant,Food,1205
restaurant,49.25756,-123.114845,Vij's,Food,1206
restaurant,49.2782,-123.11335,Frankie’s Italian Kitchen & Bar,Food,1207
restaurant,49.276257,-123.11554,Pho Khanh,Food,1208
cafe,49.276165,-123.11571,7Days Coffee,Food,1209
restaurant,49.262325,-123.09128,Sushi Loku,Food,1210
fast_food,49.28289,-123.12307,Basil Box,Food,1211
cafe,49.28504,-123.12057,Starbucks,Food,1212
restaurant,49.28289,-123.12373,Boulevard Kitchen & Oyster Bar,Food,1213
fast_food,49.284138,-123.11429,Burger King,Food,1214
restaurant,49.284267,-123.114426,Gyoza Bar,Food,1215
fast_food,49.295578,-123.15075,Second Beach Concession,Food,1216
police,49.276573,-123.12732,Granville Community Policing Centre,Business,1217
cafe,49.277134,-123.12968,Starbucks,Food,1218
nightclub,49.278427,-123.122574,The Penthouse,Nightlife,1219
cinema,49.277016,-123.1249,Vancouver International Film Centre,Leisure,1220
cafe,49.314873,-123.10056,Thomas Haas Patisserie,Food,1221
ice_cream,49.263405,-123.11623,Marble Slab Creamery,Food,1222
restaurant,49.28577,-123.1247,Neptune Chinese Kitchen,Food,1223
cafe,49.28539,-123.122955,Urban Tea Merchant,Food,1224
restaurant,49.28566,-123.121086,Victoria Chinese Restaurant,Food,1225
cafe,49.282078,-123.13407,Ho Ho's Yummy Food,Food,1226
restaurant,49.282146,-123.133705,Davie Dosa Company,Food,1227
cafe,49.28213,-123.134155,Sumac Cafe,Food,1228
restaurant,49.281998,-123.13345,Downtown Sushi Bar,Food,1229
cafe,49.28225,-123.13434,Melriches Coffee House,Food,1230
pub,49.28226,-123.133766,Guu Davie,Nightlife,1231
restaurant,49.28183,-123.133675,Al Basha,Food,1232
cafe,49.28175,-123.13356,Mary's on Davie,Food,1233
bar,49.282333,-123.13456,Score,Nightlife,1234
cafe,49.281963,-123.133385,Blenz Coffee,Food,1235
nightclub,49.28059,-123.12074,Commodore Ballroom,Nightlife,1236
bicycle_rental,49.27073,-123.1462,1st & Chestnut,Transportation,1237
restaurant,49.27066,-123.06938,The Ugly Dumpling,Food,1238
theatre,49.281242,-123.08589,Red Gate Collective,Attraction,1239
restaurant,49.27223,-123.15512,Nook,Food,1240
restaurant,49.27108,-123.15519,Lucky Taco,Food,1241
fast_food,49.26271,-123.09985,Poké Bar,Food,1242
restaurant,49.26272,-123.10002,Freshii,Food,1243
cafe,49.262722,-123.10019,Starbucks,Food,1244
pub,49.270794,-123.069786,The Dime,Nightlife,1245
restaurant,49.2709,-123.069786,Arriva Ristorante,Food,1246
restaurant,49.31487,-123.10108,Yangmara,Food,1247
boat_rental,49.271706,-123.136635,Vancouver Water Adventures,Transportation,1248
cafe,49.263866,-123.100685,Gene,Food,1249
restaurant,49.263035,-123.101204,Bento Box,Food,1250
restaurant,49.262947,-123.09677,Thai Son,Food,1251
fast_food,49.26364,-123.1005,Budgies Burritos,Food,1252
restaurant,49.26359,-123.10157,Nice Cafe,Food,1253
restaurant,49.262146,-123.100746,Ignite Pizzeria,Food,1254
library,49.26428,-123.10034,Mount Pleasant Branch,Leisure,1255
pub,49.257103,-123.10089,Five Point,Nightlife,1256
cafe,49.25688,-123.10099,Caffè Mira,Food,1257
restaurant,49.256653,-123.101746,Toshi,Food,1258
restaurant,49.2558,-123.10156,Public House,Food,1259
restaurant,49.254974,-123.10087,Anh And Chi,Food,1260
restaurant,49.255527,-123.10106,Nikkyu Japanese Restaurant,Food,1261
pub,49.275063,-123.09964,The Ivanhoe,Nightlife,1262
restaurant,49.27773,-123.09716,Hunnybee Bruncheonette,Food,1263
cafe,49.277306,-123.086914,Union Market,Food,1264
restaurant,49.245705,-123.06592,Green Lettuce,Food,1265
cafe,49.31223,-123.078575,Sweet Art Bakery,Food,1266
cafe,49.311832,-123.078995,Waves Coffee,Food,1267
fast_food,49.28093,-123.1323,Pho Goodness,Food,1268
restaurant,49.263542,-123.1451,Happy Lamp Hot Pot,Food,1269
restaurant,49.261726,-123.255554,Point Grill,Food,1270
marketplace,49.250767,-123.237946,UBC Farm Market,Leisure,1271
cafe,49.25449,-123.23505,Jugo Juice,Food,1272
pub,49.27839,-123.09958,London Pub,Nightlife,1273
restaurant,49.278378,-123.09819,Phnom Penh Restaurant,Food,1274
restaurant,49.253414,-123.08209,Ken's Kitchen,Food,1275
fast_food,49.26925,-123.14599,Pho Royal,Food,1276
bank,49.268288,-123.15611,Vancity,Business,1277
restaurant,49.268055,-123.15583,Simpatico,Food,1278
cafe,49.268063,-123.1567,Starbucks,Food,1279
restaurant,49.268116,-123.159584,Peaceful Restaurant,Food,1280
restaurant,49.268105,-123.15829,Raisu,Food,1281
bank,49.268116,-123.159424,BMO,Business,1282
restaurant,49.26815,-123.146324,Pizza Hut,Food,1283
restaurant,49.268074,-123.15699,Au Comptoir,Food,1284
restaurant,49.26807,-123.156815,Burgoo,Food,1285
fast_food,49.268166,-123.146904,MacFalafel,Food,1286
restaurant,49.268097,-123.15807,Maria's Taverna,Food,1287
fast_food,49.268356,-123.159515,McDonald's,Food,1288
cafe,49.269398,-123.14597,WEEDS,Food,1289
cafe,49.268036,-123.154816,49th Parallel & Lucky's Doughnuts Cafe,Food,1290
restaurant,49.268196,-123.14846,Spoon Kitchen,Food,1291
bank,49.268196,-123.1484,TD Canada Trust,Business,1292
cafe,49.26828,-123.154015,Jam Café,Food,1293
fast_food,49.26803,-123.15457,Glory Juice,Food,1294
restaurant,49.26831,-123.15467,Bishop's,Food,1295
cafe,49.267944,-123.14945,Jitters Cafe,Food,1296
fast_food,49.267944,-123.14928,Doner Kebab,Food,1297
restaurant,49.2682,-123.14862,Freshii,Food,1298
restaurant,49.268272,-123.153694,Connie's Cook House,Food,1299
restaurant,49.268177,-123.14815,Tractor,Food,1300
ice_cream,49.267925,-123.14865,Rain or Shine,Food,1301
fast_food,49.267944,-123.14932,Sejuiced,Food,1302
restaurant,49.26823,-123.15174,Sushi Nova,Food,1303
cafe,49.26822,-123.15088,Crêpe Café,Food,1304
restaurant,49.268234,-123.15184,Nelly's Grill,Food,1305
restaurant,49.26798,-123.15143,Their There,Food,1306
restaurant,49.268234,-123.15158,TurF,Food,1307
bank,49.268005,-123.15259,CIBC,Business,1308
restaurant,49.273895,-123.132774,Ancora,Food,1309
restaurant,49.283436,-123.10443,Peckinpah,Food,1310
restaurant,49.27669,-123.12027,The Parlour,Food,1311
theatre,49.273766,-123.07525,Electric Company Theatre,Attraction,1312
restaurant,49.277687,-123.116066,Grounds for Appeal,Food,1313
fast_food,49.31402,-123.07908,Domino's Pizza,Food,1314
restaurant,49.313984,-123.07901,Vaades,Food,1315
restaurant,49.31395,-123.07891,Hanok,Food,1316
cafe,49.27771,-123.13097,Number e Food,Food,1317
cafe,49.281204,-123.10453,Iktsuarpok Coffee Stand,Food,1318
restaurant,49.28795,-123.12381,SushiGo,Food,1319
cafe,49.268032,-123.111595,Sweetery Cafe+Dessert,Food,1320
restaurant,49.27691,-123.13077,RV's Butter Kitchen,Food,1321
fountain,49.283222,-123.120674,Edward VII,Attraction,1322
restaurant,49.261536,-123.06961,Daddy's Kitchen,Food,1323
restaurant,49.28049,-123.13164,Taki's Taverna,Food,1324
restaurant,49.26295,-123.09746,Cafe D'Afrique,Food,1325
ice_cream,49.262604,-123.08237,Rooster's Ice Cream Bar,Food,1326
fast_food,49.262188,-123.074196,The Pizza King,Food,1327
restaurant,49.26343,-123.13657,Masa Japanese Restaurant,Food,1328
bank,49.219345,-123.11773,RBC,Business,1329
cafe,49.219414,-123.11826,Dylan's,Food,1330
cafe,49.26839,-123.04398,Ding Tea,Food,1331
restaurant,49.262768,-123.05637,Yook Korean Grilled BBQ and Bistro,Food,1332
restaurant,49.25912,-123.06935,Gojo Little Africa Cafe,Food,1333
bar,49.26559,-123.10039,The Whip,Nightlife,1334
restaurant,49.28064,-123.13109,Cazba,Food,1335
cafe,49.315094,-123.06676,Andrews on 8th,Food,1336
ice_cream,49.31516,-123.06691,Welcome Parlour Ice Cream,Food,1337
fast_food,49.28117,-123.120415,Burger King,Food,1338
cafe,49.274666,-123.12211,Starbucks,Food,1339
fast_food,49.233253,-123.0348,Papa John's,Food,1340
restaurant,49.233337,-123.034706,Gold Train Express Restaurant,Food,1341
bar,49.280266,-123.10975,Devil's Elbow,Nightlife,1342
cafe,49.280308,-123.10968,Jam Cafe,Food,1343
arts_centre,49.26958,-123.1333,Arts Umbrella,Attraction,1344
restaurant,49.271156,-123.0694,Sopra Sotto,Food,1345
restaurant,49.270298,-123.06943,Libra Room,Food,1346
restaurant,49.28902,-123.12214,JOS,Food,1347
car_rental,49.287766,-123.113434,National,Transportation,1348
cafe,49.278984,-123.116425,Le Petit Belge,Food,1349
restaurant,49.243595,-123.062355,Happy Family Restaurant,Food,1350
pub,49.28456,-123.10848,The Black Frog,Nightlife,1351
cafe,49.284576,-123.10932,Trees Organic Coffee,Food,1352
restaurant,49.284706,-123.11004,MoMo Sushi,Food,1353
restaurant,49.28276,-123.10965,Nuba,Food,1354
cafe,49.2825,-123.109245,Bean Around The World,Food,1355
fast_food,49.284763,-123.12106,McDonald's,Food,1356
cafe,49.284832,-123.12095,Tim Hortons,Food,1357
restaurant,49.24021,-123.06493,Angkor Restaurant,Food,1358
restaurant,49.240414,-123.065544,Deutsches Haus Restaurant,Food,1359
fast_food,49.262478,-123.070244,Uncle Fatih's,Food,1360
bank,49.262154,-123.07005,BMO,Business,1361
bank,49.262127,-123.06947,CIBC,Business,1362
fast_food,49.261745,-123.0696,McDonald's,Food,1363
fast_food,49.26166,-123.06961,Quiznos,Food,1364
fast_food,49.26159,-123.0696,Fresh Slice,Food,1365
cafe,49.262028,-123.07004,Starbucks,Food,1366
cafe,49.264935,-123.069496,JJ Bean,Food,1367
restaurant,49.267895,-123.06944,Spade,Food,1368
bar,49.2684,-123.06988,Park Drive,Nightlife,1369
cafe,49.26891,-123.069855,Cafe Calabria,Food,1370
cafe,49.268806,-123.06941,Starbucks,Food,1371
cafe,49.268547,-123.069405,Continental Coffee,Food,1372
pub,49.268456,-123.069405,Falconetti's,Nightlife,1373
restaurant,49.245056,-123.06539,Pho Duy Vietnamese Restaurant,Food,1374
cafe,49.28754,-123.12002,Starbucks,Food,1375
bank,49.2698,-123.069916,Vancity,Business,1376
fast_food,49.26949,-123.06944,Red Burrito,Food,1377
restaurant,49.26792,-123.06988,Belgian Fries,Food,1378
fast_food,49.267395,-123.06946,Fire Pizza,Food,1379
fast_food,49.267464,-123.06946,4 Brothers' Pizza,Food,1380
pub,49.263786,-123.06952,St Augustine's,Nightlife,1381
cafe,49.269436,-123.06944,Dive In Dessert Cafe,Food,1382
bank,49.269314,-123.06985,RBC,Business,1383
restaurant,49.273373,-123.06934,Oca Pastificio,Food,1384
library,49.274963,-123.07071,VPL Britannia Branch,Leisure,1385
library,49.249123,-123.07565,VPL Kensington Branch,Leisure,1386
bank,49.249374,-123.07503,TD Canada Trust,Business,1387
restaurant,49.244648,-123.06448,Mui Ngo Gai,Food,1388
cafe,49.238834,-123.065094,Hoi An Cafe,Food,1389
restaurant,49.23825,-123.06516,Kawa Sushi,Food,1390
restaurant,49.264713,-123.18613,True Confections,Food,1391
restaurant,49.285503,-123.11881,Cactus Club Cafe,Food,1392
bank,49.285294,-123.119385,Canadian Western Bank,Business,1393
restaurant,49.279327,-123.10079,Floata Seafood Restaurant,Food,1394
cafe,49.20406,-123.134285,Oriole Cafe,Food,1395
restaurant,49.204113,-123.1354,Cafe de l'Orangerie,Food,1396
restaurant,49.266293,-123.13955,The Farmers Apprentice,Food,1397
bank,49.27059,-123.106926,TD Canada Trust,Business,1398
cafe,49.27091,-123.14764,Pane From Heaven,Food,1399
restaurant,49.27079,-123.1477,The Smoking Dog French Bistro,Food,1400
pub,49.312725,-123.02724,Seymour's Pub,Nightlife,1401
cafe,49.206333,-123.12358,Marpole Curling Club Cafe,Food,1402
fast_food,49.2309,-123.0908,Dairy Queen,Food,1403
cafe,49.259296,-123.07047,Circus Play Cafe,Food,1404
bicycle_rental,49.287754,-123.1239,Melville & Bute,Transportation,1405
restaurant,49.26428,-123.0695,Jamjar Folk Lebanese Food,Food,1406
bicycle_rental,49.256504,-123.07548,15th & Knight,Transportation,1407
bicycle_rental,49.25878,-123.092766,13th & St. George,Transportation,1408
bicycle_rental,49.26208,-123.101845,10th & Main,Transportation,1409
pub,49.2603,-123.09669,12 Kings Pub,Nightlife,1410
restaurant,49.287884,-123.11849,Chewies,Food,1411
restaurant,49.28596,-123.1274,Ebisu,Food,1412
cafe,49.28367,-123.12362,Café Crêpe Express,Food,1413
restaurant,49.280903,-123.13226,Mumbai Local,Food,1414
restaurant,49.263252,-123.12713,A Taste of Vietnam,Food,1415
restaurant,49.234173,-123.14014,Hikari Cafe,Food,1416
restaurant,49.267838,-123.145874,Mi Casa Mexicana,Food,1417
fast_food,49.269672,-123.14596,Subway,Food,1418
cafe,49.2619,-123.13837,Starbucks,Food,1419
restaurant,49.279694,-123.09779,Maxims Restaurant,Food,1420
bank,49.2793,-123.09821,Scotiabank,Business,1421
bank,49.28028,-123.09996,CIBC,Business,1422
bank,49.28049,-123.09941,TD Canada Trust,Business,1423
restaurant,49.279972,-123.09948,The Boss Bakery & Restaurant,Food,1424
cafe,49.28051,-123.099945,Waves,Food,1425
cafe,49.28786,-123.12398,Starbucks,Food,1426
restaurant,49.251972,-123.08006,Bean Banh Mi,Food,1427
restaurant,49.24318,-123.06191,New Mandarin Seafood Restaurant,Food,1428
cafe,49.2429,-123.060875,Gram Cafe,Food,1429
restaurant,49.301224,-123.157074,The Teahouse,Food,1430
cafe,49.30107,-123.13361,Railway Cafe,Food,1431
cafe,49.302753,-123.13125,Lumberman's Arch Cafe,Food,1432
restaurant,49.28743,-123.11491,Hapa Izakaya,Food,1433
pub,49.28219,-123.10905,The Hastings Warehouse,Nightlife,1434
pub,49.284023,-123.114105,Malone's,Nightlife,1435
bicycle_rental,49.27852,-123.10005,Georgia & Main,Transportation,1436
bar,49.267273,-123.10424,Electric Bicycle Brewing,Nightlife,1437
place_of_worship,49.246487,-123.04735,First Hungarian Presbyterian Church,Attraction,1438
place_of_worship,49.24655,-123.04735,Vancouver Amen Church,Attraction,1439
place_of_worship,49.245396,-123.15282,St. George’s Greek Orthodox Church,Attraction,1440
bank,49.28115,-123.11554,BMO,Business,1441
theatre,49.280403,-123.121025,The Orpheum,Attraction,1442
car_sharing,49.281876,-123.11552,Zipcar,Transportation,1443
restaurant,49.288624,-123.14003,Shizen Ya,Food,1444
restaurant,49.28858,-123.140076,P2P,Food,1445
fast_food,49.256886,-123.12152,Hachibei 八兵衛,Food,1446
fast_food,49.27746,-123.12597,Grade 'A' Cafe,Food,1447
fast_food,49.277496,-123.125916,Mr. Greek,Food,1448
pub,49.277603,-123.12576,Sidecar,Nightlife,1449
restaurant,49.277702,-123.125626,Umeda Japanese Cuisine,Food,1450
car_rental,49.27759,-123.12528,Access Rent-a-car,Transportation,1451
fast_food,49.277832,-123.125435,Donair Dude,Food,1452
restaurant,49.277763,-123.125534,Kings Kitchen,Food,1453
restaurant,49.277798,-123.12547,Twisted Fork Bistro,Food,1454
bar,49.277668,-123.12568,Cabana,Nightlife,1455
restaurant,49.254322,-123.23548,Biercraft,Food,1456
fast_food,49.278957,-123.108154,TAKO,Food,1457
fast_food,49.279434,-123.10696,Odo Sushi,Food,1458
cafe,49.260952,-123.25106,Agora,Food,1459
restaurant,49.278492,-123.12445,Thai Away Home,Food,1460
nightclub,49.27232,-123.134224,Backstage Lounge,Nightlife,1461
ice_cream,49.24935,-123.089874,Earnest Ice Cream,Food,1462
restaurant,49.254192,-123.23602,Neptune Chinese Kitchen,Food,1463
restaurant,49.288292,-123.14005,Banana Leaf,Food,1464
restaurant,49.266327,-123.06952,Sushi Ville,Food,1465
restaurant,49.225155,-123.101875,Freshii,Food,1466
bank,49.2254,-123.10186,RBC Royal Bank,Business,1467
bicycle_rental,49.275253,-123.13256,Beach & Hornby,Transportation,1468
fast_food,49.26405,-123.11422,Uncle Fatihs Pizza,Food,1469
fast_food,49.2638,-123.11459,Wendy's,Food,1470
restaurant,49.20791,-123.140305,Ikura,Food,1471
bank,49.208363,-123.140816,Vancity,Business,1472
restaurant,49.234596,-123.18451,Red Tuna,Food,1473
restaurant,49.234474,-123.1595,Irashai Sushi,Food,1474
restaurant,49.234505,-123.15794,ASA Sushi,Food,1475
bank,49.2345,-123.15764,HSBC,Business,1476
cafe,49.234726,-123.157555,Starbucks,Food,1477
cafe,49.23451,-123.15809,Boba Boy,Food,1478
restaurant,49.234756,-123.15877,Orange Corner,Food,1479
cafe,49.234695,-123.15366,Adonia,Food,1480
