id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights
27419396,East Vancouver House,Renfrew-Collingwood,49.24954,-123.04735,Private room,39.0,1
27439738,Cozy Modern 1BR Suite w/ Private Entrance,Victoria-Fraserview,49.21796,-123.06997,Entire home/apt,75.0,2
27459230,Serene Southlands Suite With Patio in Leafy Kerrisdale,Kerrisdale,49.22753,-123.177,Entire home/apt,139.0,2
27459578,Small place for business travelers,Downtown,49.28566,-123.1155,Entire home/apt,245.0,30
27492885,Sunny room,Arbutus Ridge,49.24975,-123.16545,Private room,149.0,2
27501960,Luxury Yaletown One Bedroom & Den w/ Marina Views,Downtown,49.27523,-123.11624,Entire home/apt,141.0,30
27505907,Walnut Studio in Gastown w/ Parking,Downtown Eastside,49.28126,-123.10592,Entire home/apt,150.0,2
27506091,Sunny Gastown room with private washroom,Downtown Eastside,49.28221,-123.10683,Private room,85.0,1
27508513,Private Room in Mount Pleasant,Riley Park,49.25471,-123.09277,Private room,75.0,1
27508852,Fraserview Vancouver 3 bedroom laneway home,Victoria-Fraserview,49.21418,-123.06906,Entire home/apt,190.0,2
27509280,Large Loft Room in East Vancouver,Renfrew-Collingwood,49.23714,-123.04671,Private room,80.0,6
27514047,Near Downtown - *IDEAL PRIVATE SUITE (for 2 or 3 ),Riley Park,49.23514,-123.11058,Private room,90.0,2
27530181,NEAR DOWNTOWN -Studio Room * for budget guest(1),Riley Park,49.23523,-123.11081,Shared room,55.0,2
27530828,Near DOWNTOWN- 1 Bedroom pte suite @ ***budget (2),Riley Park,49.23597,-123.11097,Private room,55.0,2
27545613,Luxury Loft Apartment Rental AT COST!,Downtown,49.28222,-123.11712,Entire home/apt,84.0,30
27549701,Renfrew heights modern bright private garden suite,Renfrew-Collingwood,49.25129,-123.05034,Entire home/apt,155.0,3
27554125,Micro suite in East Van brewery district + bikes!,Grandview-Woodland,49.28737,-123.06032,Entire home/apt,67.0,3
27557368,NEW! Modern 2 bedroom townhouse in Mt Pleasant.,Mount Pleasant,49.26137,-123.10146,Entire home/apt,240.0,7
27561314,"Only for women, Master room in downtown",Downtown,49.27655,-123.12997,Private room,150.0,1
27576210,Waterfront Living at The Aquarius,Downtown,49.27503,-123.11867,Entire home/apt,151.0,30
27580837,"Newly Renovated, Extra Spacious w/ Mountain View",Renfrew-Collingwood,49.24808,-123.05245,Entire home/apt,269.0,2
27610992,"Cozy bright room, near airport, Skytrain, & stores",Marpole,49.21382,-123.11145,Private room,96.0,30
27611337,A) Sunny & nice room near Marine Drive Skytrain,Marpole,49.21205,-123.11276,Private room,113.0,30
27612512,Large Main floor of Heritage House,Riley Park,49.25474,-123.09267,Entire home/apt,150.0,2
27613727,Private big one bedroom suite  near Oakridge mall,Riley Park,49.23437,-123.104,Private room,39.0,30
27614109,Creative and Cozy Room Downtown Vancouver,West End,49.28931,-123.13723,Shared room,75.0,3
27629549,Upscale & convenient Easy access to Airport & DT,Oakridge,49.23077,-123.11183,Private room,45.0,7
27638047,NEAR DOWNTOWN-5* PRIVATE Suite/Bath(WOMEN/Student),Riley Park,49.23531,-123.11099,Private room,90.0,2
27638711,* BRAND NEW * Boutique Building with City Views !,Downtown,49.28013,-123.12739,Entire home/apt,239.0,2
27656393,Heart of Downtown Vancouver 1BR Suite -Great View!,Downtown,49.28063,-123.12537,Entire home/apt,279.0,1
27656871,Bright Modern Condo with Sunset Views,Downtown Eastside,49.28017,-123.08304,Entire home/apt,200.0,3
27662224,Vancouver Guest Suite,Shaughnessy,49.2557,-123.14195,Entire home/apt,182.0,3
27676888,Cozy One Bedroom in Downtown Stadium District,Downtown,49.27889,-123.10794,Entire home/apt,215.0,3
27680046,Home sweet home,West End,49.28368,-123.13922,Private room,70.0,2
27684783,"Vacation, work house",Dunbar Southlands,49.2563,-123.19438,Entire home/apt,238.0,3
27695390,Modern Vancouver Home with Spectacular Views,Riley Park,49.24246,-123.09188,Entire home/apt,649.0,2
27696444,Walk to the Beach from a Sophisticated Kitsilano Townhouse,Kitsilano,49.26473,-123.15874,Entire home/apt,499.0,3
27706117,Beautiful and Modern Vancouver Getaway Home (3BRM),Renfrew-Collingwood,49.25987,-123.05254,Entire home/apt,199.0,1
27725279,[Business Travel Ready] 1BR Classic  ★★★★★,Downtown,49.27842,-123.11193,Entire home/apt,84.0,30
27731479,Room for single person ideal for student/traveler,Shaughnessy,49.25262,-123.12801,Private room,45.0,3
27737110,"\"\"\"Cozy Pad in a quiet neighborhood \"\"\"",Victoria-Fraserview,49.22413,-123.07556,Entire home/apt,62.0,2
27738173,Comfy Room in Luxury Kits Duplex Home,Kitsilano,49.26648,-123.16062,Private room,81.0,2
27739829,Quiet & comfy  - close to Main street,Riley Park,49.24482,-123.10377,Entire home/apt,83.0,4
27740401,☆CONTEMPORARY HIDEOUT☆15 mins to EVERYWHERE,Kensington-Cedar Cottage,49.2408,-123.07754,Entire home/apt,125.0,1
27751947,"BELLA CASA, Warm & charming, close to airport.",Sunset,49.21734,-123.08317,Private room,49.0,1
27755201,"Top Floor, 3 Bdrms, Mountain Views, Train Station!",Renfrew-Collingwood,49.24349,-123.0534,Entire home/apt,300.0,1
27755563,Mountain Views & Steps to Train Station!,Renfrew-Collingwood,49.24497,-123.0533,Entire home/apt,300.0,1
27759917,Main Street bedroom,Riley Park,49.23321,-123.10443,Private room,29.0,5
27763273,Simple clean and basic room,Renfrew-Collingwood,49.24836,-123.02401,Private room,41.0,15
27763818,"Bright, Modern 1 Bedroom ~ Amazing Neighbourhood!",Grandview-Woodland,49.26811,-123.06321,Entire home/apt,200.0,1
27778807,Downtown Vancouver Superb Value Newly Refined Flat,Fairview,49.26436,-123.13527,Private room,148.0,3
27784027,GreenSpot in the West End - Downtown,West End,49.29178,-123.13458,Private room,165.0,2
27790955,1 or 2 Lovely bedroom close to UBC,Dunbar Southlands,49.25599,-123.18967,Private room,75.0,1
27803463,Private Studio with the Best Location Downtown,West End,49.2819,-123.12694,Entire home/apt,133.0,1
27806036,Modern Condo in Downtown with Free parking,Downtown,49.27457,-123.12531,Entire home/apt,255.0,5
27810293,Home Away from Home,Marpole,49.21185,-123.12725,Entire home/apt,151.0,2
27832576,The 'MAIN' Stay,Riley Park,49.2437,-123.09919,Entire home/apt,116.0,1
27833919,Modern Chinatown 1 BR + Parking,Strathcona,49.27551,-123.09901,Entire home/apt,115.0,1
27834315,Backpackers paradise! Shared hostel dorm 5,Hastings-Sunrise,49.28251,-123.0251,Shared room,15.0,30
27837513,"Beautiful Ensuite Rm, 3 min walk to Skytrain/Mall",Riley Park,49.23571,-123.11345,Private room,125.0,5
27849505,"Beautiful Ensuite Rm, 3 min walk to Skytrain/Mall",Riley Park,49.2338,-123.11346,Private room,110.0,5
27869648,Kitsilano downstairs 1BR suite,Kitsilano,49.25985,-123.18208,Entire home/apt,139.0,30
27873319,"Clean, bright retreat - Downtown Vancouver!",West End,49.29079,-123.13175,Entire home/apt,101.0,3
27875647,GASTOWN LOFT,Downtown Eastside,49.28365,-123.10292,Entire home/apt,245.0,2
27878050,Cozy garden suite in the heart of Mount Pleasant!,Mount Pleasant,49.26593,-123.09348,Entire home/apt,99.0,2
27880864,West End Walkup - Private Apartment,West End,49.29128,-123.13401,Entire home/apt,150.0,2
27900319,Luxury Kitsilano Beach Home,Kitsilano,49.26926,-123.17505,Entire home/apt,500.0,3
27903059,Big Room,West End,49.29107,-123.13425,Private room,80.0,2
27903066,Modern and Funky Boutique Home in Trendy Chinatown,Downtown Eastside,49.27881,-123.09893,Entire home/apt,151.0,4
27930845,"Modern, family friendly Vancouver apartment",Kensington-Cedar Cottage,49.24134,-123.07041,Entire home/apt,125.0,2
27934128,Cozy sanctuary near ocean in the heart of Kits!,Kitsilano,49.26834,-123.1813,Entire home/apt,200.0,1
27957641,Large Private Room in a Charming Arbutus House,Shaughnessy,49.23773,-123.1482,Private room,90.0,2
27961829,Spacious 4Bed Home - Famous Cherry Blossom Street!,Hastings-Sunrise,49.26989,-123.03485,Entire home/apt,300.0,2
27968237,Ontario house on the bike path...... Purple room,Marpole,49.21601,-123.10762,Private room,98.0,2
27981581,Best location Airport & DT 10 min by skytrain,Oakridge,49.23087,-123.11199,Private room,55.0,7
27985316,Cozy 2 Bedroom Suite,Riley Park,49.25405,-123.09734,Entire home/apt,200.0,3
27994706,Cozy Corner Suite at the Heart of DT Vancouver,Downtown,49.28246,-123.1196,Entire home/apt,120.0,30
28008912,Modern Marvel currently discounted special rates,Sunset,49.22203,-123.08918,Entire home/apt,299.0,2
28015083,"Studio - with full bath, kitchen & laundry",Riley Park,49.23807,-123.09633,Entire home/apt,120.0,4
28032949,"TowByCar - Meet Hunter, Our 1972 Boler",Sunset,49.21618,-123.08776,Private room,80.0,2
28049283,Bright New Townhouse with Panoramic Rooftop Patio,Mount Pleasant,49.25713,-123.09634,Entire home/apt,399.0,7
28053100,Modern Relaxed Suite in Hip South Main/Fraser Area,Riley Park,49.24377,-123.0937,Entire home/apt,149.0,2
28073739,Vancouver Robson Downtown  2 bedroom Suite,Downtown,49.27745,-123.11693,Private room,350.0,1
28075422,ECLECTIC Vancouver Guest Room,Renfrew-Collingwood,49.23862,-123.05801,Entire home/apt,110.0,2
28086039,Cosy 2Bed lower-level Suite - Sleeps 3! BEST VALUE,Hastings-Sunrise,49.27134,-123.03498,Entire home/apt,110.0,30
28107117,Royal Crown,Arbutus Ridge,49.24829,-123.15597,Entire home/apt,250.0,1
28112516,Vancouver Kitsilano Townhome,Kitsilano,49.2701,-123.15816,Entire home/apt,300.0,1
28127771,"\"Quiet character home: 110\"\" tv & putting green!\"",Sunset,49.21951,-123.08224,Entire home/apt,115.0,10
28127976,Best of Vancouver - 1 Bed In Great Location!,Downtown,49.27382,-123.12831,Entire home/apt,200.0,2
28133784,Cosy and spacious townhouse downtown (West End),West End,49.28284,-123.12684,Entire home/apt,167.0,28
28136866,Downtown Heart*Parking*Stunning View *1.5 BR apt,Downtown,49.28165,-123.11936,Entire home/apt,288.0,3
28137681,Nice House in Vancouver,Renfrew-Collingwood,49.25119,-123.04671,Private room,35.0,1
28154661,Downtown Vancouver - 2 Bedroom and Parking (R1),Downtown,49.27688,-123.11652,Entire home/apt,130.0,30
28158411,Queen bed with shared bath,Oakridge,49.2233,-123.12719,Private room,128.0,1
28158587,Double beds with shared bath,Oakridge,49.22336,-123.12928,Private room,128.0,1
28159705,"Cozy Suite w/Private  Bath&Entry, Central Location",Kensington-Cedar Cottage,49.25296,-123.08315,Entire home/apt,99.0,1
28179761,Modern Luxurious Escape in Vancouver,Renfrew-Collingwood,49.25155,-123.03391,Entire home/apt,249.0,2
28185781,Bright &  Private Parking & Pets Negotiable!,Mount Pleasant,49.26141,-123.08522,Entire home/apt,149.0,30
28207765,OCEAN and MOUNTAIN VIEW,Kitsilano,49.27112,-123.15895,Entire home/apt,85.0,30
28208358,NEAR DOWNTOWN :  PRIVATE suite -*women/students,Riley Park,49.23522,-123.10989,Private room,77.0,2
28220710,Cosy Loft Room in East Vancouver,Renfrew-Collingwood,49.23867,-123.04708,Private room,61.0,30
28225952,Close to downtown and restaurants,Marpole,49.21361,-123.11486,Private room,80.0,3
28229609,Bright and modern one bedroom suite,Kensington-Cedar Cottage,49.24237,-123.08086,Entire home/apt,85.0,20
28233949,MEKONG STAR 4*,Killarney,49.21901,-123.04656,Entire home/apt,152.0,1
28247128,"Central Westside location, 7 min. walk to VGH, Gym",Fairview,49.25728,-123.13057,Private room,89.0,3
28254665,Single House Vancouver West near UBC,Kitsilano,49.25985,-123.16517,Entire home/apt,320.0,1
28256722,Vancouver Special Suite,Hastings-Sunrise,49.28979,-123.04252,Entire home/apt,100.0,1
28280592,Modern & Private Laneway House,Riley Park,49.24821,-123.10824,Entire home/apt,94.0,30
28282865,Deep Roots Grove upstairs bedroom~U4,Kerrisdale,49.23104,-123.14077,Private room,80.0,1
28287932,Brand New 2-Bedroom East Van Home,Kensington-Cedar Cottage,49.25198,-123.07251,Entire home/apt,198.0,3
28311114,Lux Room 1 in GreyStone House,Kerrisdale,49.22209,-123.14572,Private room,91.0,4
28315970,Huge Room @ central location. Easy access. Main st,Riley Park,49.24533,-123.10119,Private room,149.0,1
28317472,Contemporary Vancouver Living On The Park!,Downtown Eastside,49.27792,-123.08442,Entire home/apt,200.0,5
28318264,Metis - Downtown,Downtown,49.27847,-123.12306,Entire home/apt,149.0,2
28320956,Garden Suite w/Private Entrance @ Main & King Ed.,Riley Park,49.2495,-123.09774,Entire home/apt,73.0,2
28331525,Kelly's Green House,Riley Park,49.24997,-123.0968,Entire home/apt,145.0,3
28334569,"Savor the City, Ocean and Mountain Views from the Terrace",Downtown Eastside,49.28224,-123.08473,Entire home/apt,165.0,2
28345422,Vancouver Special2,Riley Park,49.24687,-123.10099,Private room,75.0,1
28362315,A little cozy & cute gem in Vancouver,Killarney,49.22711,-123.02648,Entire home/apt,121.0,1
28363319,Vancouver Special off Main Street,Riley Park,49.24671,-123.10181,Private room,75.0,3
28364428,Gorgeous executive suite,Downtown,49.27956,-123.1198,Entire home/apt,89.0,30
28365823,Dunbar (southlands) new house with a 2 bed suite,Dunbar Southlands,49.23242,-123.1935,Entire home/apt,149.0,1
28370783,Cozy space with quick access to YVR and DT,Sunset,49.22616,-123.10531,Entire home/apt,100.0,1
28374232,Downtown City Centre Gem  Convenient Location,Downtown,49.28324,-123.11646,Entire home/apt,100.0,30
28390229,Eclectic Two-Bedroom Suite in Victorian Duplex,Hastings-Sunrise,49.28227,-123.05627,Entire home/apt,104.0,14
28412613,Meg's Place,Riley Park,49.2507,-123.10697,Entire home/apt,85.0,3
28415508,Vancouver城市屋,Kerrisdale,49.23271,-123.15471,Private room,49.0,30
28425706,Vancouver House with Large Rooftop Patio,Sunset,49.22671,-123.09441,Entire home/apt,249.0,7
28438792,Modern spacious room in central location. Main St,Riley Park,49.24717,-123.10192,Private room,100.0,1
28443544,Huge room 4 in Greystone House,Kerrisdale,49.22277,-123.14444,Private room,141.0,4
28444036,Take Vancouver’s Skytrain from a Historic Home on the Drive.,Grandview-Woodland,49.26558,-123.06377,Entire home/apt,279.0,3
28446375,Lux room 2 with private bath,Kerrisdale,49.22265,-123.14421,Private room,100.0,3
28461281,"Penthouse in the City, Spectacular views! Sleeps 6",Downtown,49.28021,-123.10912,Entire home/apt,750.0,2
28462085,Vancouver Kits Garden Suite,Arbutus Ridge,49.25771,-123.17502,Entire home/apt,165.0,2
28462644,Brand New Condo with Ocean & Mountain Views,Downtown Eastside,49.28069,-123.08233,Entire home/apt,201.0,5
28463030,"BRIGHT, BEAUTIFUL, CENTRAL DOWNTOWN LOCATION",Downtown,49.27725,-123.12056,Entire home/apt,80.0,30
28463228,YALETOWN private room - Women Only,Downtown,49.27282,-123.11624,Private room,80.0,30
28466218,Great Location Great Apartment Great Reviews,Downtown,49.28014,-123.12311,Entire home/apt,99.0,7
28469104,Vancouver Downtown Coal Harbour Ocean View Condo,Downtown,49.28795,-123.12649,Entire home/apt,260.0,30
28470992,Modern Garden Suite in the Heart of Vancouver,Riley Park,49.25496,-123.11061,Entire home/apt,79.0,30
28486232,New 2 BRs Suite just mins from Skytrain Station,Marpole,49.21274,-123.1209,Entire home/apt,120.0,1
28496434,Cozy Yaletown Boutique Accomodation,Downtown,49.27476,-123.12693,Entire home/apt,310.0,1
28515889,Trendy Main Street Guest Suite,Riley Park,49.24859,-123.09883,Entire home/apt,161.0,3
28544724,Living in Style - Room D,Hastings-Sunrise,49.27855,-123.02601,Private room,100.0,5
28551134,Luxury home 30 minuets from peaks,Kensington-Cedar Cottage,49.25923,-123.06154,Entire home/apt,180.0,2
28563877,Luxury brand new 5 bedroom house in Vancouver,Renfrew-Collingwood,49.23403,-123.0322,Entire home/apt,299.0,1
28565442,The House Room#1,Renfrew-Collingwood,49.24018,-123.04968,Private room,35.0,1
28577877,Downtown Vancouver Penthouse w/ large patio,Downtown,49.27677,-123.1302,Entire home/apt,200.0,2
28582889,"BRIGHT DOWNTOWN CITY LIVING, SPECTACULAR VIEWS",Downtown,49.28113,-123.11219,Entire home/apt,90.0,2
28583815,Entire Vancouver 5 ★ with huge patio & fr/parking,Grandview-Woodland,49.26243,-123.07485,Entire home/apt,149.0,2
28586415,The 'Couv Cottage,Hastings-Sunrise,49.29002,-123.05413,Entire home/apt,110.0,2
28605400,Vancouver Pent House Condominium,Downtown,49.27841,-123.11702,Entire home/apt,198.0,30
28608224,Spacious & Modern Vancouver Condominium,Downtown Eastside,49.28281,-123.09151,Entire home/apt,200.0,3
28615212,Cozy Private Master King Bedroom Near UBC,West Point Grey,49.2678,-123.21329,Private room,100.0,30
28615693,Luxury Townhouse Living in False Creek,Mount Pleasant,49.27089,-123.10349,Entire home/apt,300.0,30
28631552,Private Room in Mount Pleasant - Walk to Skytrain,Mount Pleasant,49.25897,-123.10697,Private room,150.0,1
28646180,"Modern, Comfortable Double Bedroom near UBC",West Point Grey,49.26758,-123.21537,Private room,100.0,30
28674567,Gorgeous  2 bedrooms 2 bath BEST location w/ POOL,Downtown,49.27509,-123.13333,Entire home/apt,198.0,2
28691819,Newly renovated condo with Parking!,Downtown,49.28024,-123.12479,Entire home/apt,83.0,30
28697899,Modern and Sleek Vancouver Home,Renfrew-Collingwood,49.26007,-123.05359,Entire home/apt,169.0,1
28701400,"Brand new, bright & cozy Trendy East Village house",Hastings-Sunrise,49.2807,-123.05221,Entire home/apt,149.0,2
28703869,Spacious suite with all essentials,West Point Grey,49.25974,-123.20405,Entire home/apt,70.0,3
28718335,New suite w/all amenities-convenient+ quiet locale,Dunbar Southlands,49.25456,-123.1788,Entire home/apt,150.0,30
28719772,"Two bed, Two bath Condo in Downtown Vancouver",Downtown,49.27845,-123.12959,Entire home/apt,299.0,1
28720421,Vancouver close to Downtown and Hospitals,South Cambie,49.25254,-123.12539,Private room,56.0,1
28722085,LUXURIOUS 8 BR+6 BA in Central Van❤️Jacuzzi+Sauna,Oakridge,49.22463,-123.13631,Entire home/apt,1101.0,2
28722542,DOWNTOWN/PERFECT LOCATION/2BR+SOLAR/POOL+SAUNA+GYM,Downtown,49.27904,-123.10808,Entire home/apt,250.0,2
28740196,Napier Garden Studio - Commercial Drive,Grandview-Woodland,49.27502,-123.06663,Entire home/apt,90.0,2
28760438,"Cozy 2-bdrm Suite, prime location Vancouver",Killarney,49.23094,-123.02537,Entire home/apt,123.0,2
28782012,"Downtown, Vancouver  Master Room.",Downtown,49.27947,-123.10856,Private room,81.0,2
28809979,Boho beach ave appt,West End,49.2768,-123.13429,Entire home/apt,159.0,2
28814377,A modern concrete loft in Historic Gastown!,Downtown Eastside,49.28238,-123.103,Entire home/apt,73.0,30
28815819,Spacious New Home - Cool East Side Vancouver,Kensington-Cedar Cottage,49.24211,-123.08324,Entire home/apt,200.0,5
28842225,Cozy suite central location. Busy st w restaurants,Riley Park,49.24705,-123.10046,Private room,94.0,1
28842446,Small unit in the heart of Vancouver,Kensington-Cedar Cottage,49.24479,-123.06502,Entire home/apt,130.0,2
28844693,Vancouver House 1,Renfrew-Collingwood,49.23506,-123.0503,Private room,55.0,2
28857943,Relaxing 2 Bedroom Home Near Skytrain ❤️,Renfrew-Collingwood,49.24039,-123.03181,Entire home/apt,120.0,1
28873745,Modern and Relaxing Private Garden Studio,Mount Pleasant,49.26161,-123.08707,Entire home/apt,90.0,2
28876782,Lisa Home,Marpole,49.21137,-123.14254,Private room,117.0,1
28877810,1BR / HEART OF DOWNTOWN VANCOUVER/ FREE PARKING,Downtown,49.27336,-123.11782,Entire home/apt,156.0,1
28910369,1 BR + Den Apartment in Downtown - Free Parking,Downtown,49.27915,-123.12869,Entire home/apt,250.0,2
28934999,Stylish & Unique Gastown Loft - monthly rental,Downtown Eastside,49.28341,-123.10451,Entire home/apt,219.0,30
28938366,Bright Mount Pleasant Condo,Mount Pleasant,49.25986,-123.09468,Entire home/apt,76.0,3
28942942,Little-East Private bedroom close to transit,Marpole,49.21247,-123.11132,Private room,35.0,30
28955616,Vancouver Penthouse with an ensuite bathroom,Renfrew-Collingwood,49.23918,-123.03343,Private room,75.0,1
28966438,East Van Character Charmer,Kensington-Cedar Cottage,49.25033,-123.07855,Entire home/apt,151.0,7
28981865,Charming & Cozy Garden-level space,Kensington-Cedar Cottage,49.25172,-123.08438,Entire home/apt,120.0,2
28981981,Luxurious 2 bedrooms+den/2bathrooms,Downtown,49.27791,-123.10669,Entire home/apt,150.0,9
28987554,South-East Private bedroom in Super-Host house,Marpole,49.21387,-123.11193,Private room,35.0,30
29011621,Spacious Private Suite in center of Vancouver,Shaughnessy,49.23519,-123.1356,Private room,170.0,3
29012538,Spacious Vancouver Haven 2min walk to Canada Line.,Riley Park,49.23593,-123.11417,Private room,48.0,1
29013359,Beautiful Downtown Condo - Perfect Location,Downtown,49.27905,-123.11947,Entire home/apt,179.0,3
29015803,Romantic Upscale Loft In Central Downtown Location,Strathcona,49.27611,-123.09865,Entire home/apt,149.0,2
29018083,Secret Gem Across from Stanley Park - Corner Unit,West End,49.29264,-123.13559,Entire home/apt,97.0,30
29032138,Bunniya #Sunny Room,Victoria-Fraserview,49.21252,-123.05686,Private room,49.0,1
29037824,Charming Little Home near Queen Elizabeth Park,Kensington-Cedar Cottage,49.2386,-123.08136,Entire home/apt,114.0,2
29038225,Private room in center of Vancouver,Shaughnessy,49.23519,-123.13673,Private room,120.0,2
29038663,Vancouver Shaughnessy Guest Home(29sq.m.),Shaughnessy,49.23583,-123.14385,Private room,87.0,1
29038862,"Quiet Master Bdrm/24hr Pool, gym, hottub, sauna",Downtown,49.27919,-123.12035,Private room,49.0,30
29039381,"*Incredible SkyHigh Views!*Location,Free Parking!",Downtown,49.27822,-123.10767,Entire home/apt,101.0,1
29041335,Bunniya #Rose Room,Victoria-Fraserview,49.21148,-123.05557,Private room,28.0,1
29052725,"Beautiful 2 bedroom suite /w view, close to UBC",Dunbar Southlands,49.22756,-123.20287,Entire home/apt,175.0,3
29062988,Cozy Morden 2BR near UBC STR (Phone number hidden by Airbnb),Dunbar Southlands,49.25133,-123.18801,Entire home/apt,161.0,3
29063024,Private Guest suite in Kerrisdale,Arbutus Ridge,49.23806,-123.16507,Entire home/apt,83.0,1
29101935,LOFT IN HISTORIC GASTOWN,Downtown Eastside,49.28301,-123.10379,Private room,109.0,1
29131502,Bright and Modern 1 Bed Penthouse,Downtown Eastside,49.28196,-123.08324,Entire home/apt,94.0,2
29154776,Downtown Vancouver Luxurious Suite - Beach & Shop,Downtown,49.27878,-123.1199,Entire home/apt,180.0,2
29164765,Spacious luxury home in center of Vancouver,Shaughnessy,49.23484,-123.13702,Entire home/apt,600.0,2
29165303,"Cozy, Minimalist Apartment in the Heart of Gastown",Downtown Eastside,49.28276,-123.10461,Entire home/apt,140.0,14
29184741,Kits Point: close to beach and downtown,Kitsilano,49.27519,-123.14582,Entire home/apt,94.0,2
29209669,2 Bedroom in the CITY Vancouver downtown! Ace,Downtown Eastside,49.28301,-123.1127,Entire home/apt,145.0,30
29212199,Fantastic Location - Bright & Modern Condo,Fairview,49.26383,-123.11566,Entire home/apt,160.0,3
29214094,193 Coal Harbour View 2 bedroom,Downtown,49.2904,-123.12771,Entire home/apt,110.0,30
29215868,Chic Guest Suite for Executive by Stanley Park!,West End,49.29073,-123.13782,Private room,130.0,1
29233713,#1 CENTRAL DOWNTOWN - Neat & Stylish,Downtown,49.28206,-123.12443,Entire home/apt,70.0,30
29236428,Modern 2 bedrooms near Seawall and Transit,Fairview,49.26464,-123.12252,Entire home/apt,299.0,2
29238817,Luxury 1 bed Apt in Downtown w/ spectacular views,Downtown,49.27995,-123.11657,Entire home/apt,201.0,2
29244165,"3 bedroom! Fab Location, Fab Condo, Fab Value!",Downtown,49.28006,-123.10852,Entire home/apt,277.0,2
29244633,4BR/2BA Spacious Retreat Close to Downtown,Kensington-Cedar Cottage,49.25323,-123.07971,Entire home/apt,198.0,1
29256285,Charming suite in Victoria Drive Home (Suite #1),Kensington-Cedar Cottage,49.23737,-123.06594,Private room,55.0,2
29256782,Charming suite in Victoria Drive Home (Suite #2),Kensington-Cedar Cottage,49.23889,-123.06717,Private room,55.0,2
29258139,Room (A) w/ private bath by Skystrain 10 min to DT,South Cambie,49.2468,-123.11813,Private room,39.0,1
29259447,Room (B) w/ private bath by Skystrain 10 min to DT,South Cambie,49.24797,-123.11779,Private room,39.0,1
29259638,Room (C) w/ private bath by Skystrain 10 min to DT,South Cambie,49.24872,-123.11831,Private room,40.0,1
29265165,Casa Shaughnessy,Shaughnessy,49.24248,-123.13321,Entire home/apt,1000.0,2
29266447,Newly renovated 1 Bedroom Suite in Mt Pleasant,Mount Pleasant,49.2599,-123.10002,Entire home/apt,106.0,3
29273768,Apartment in front of Stadium,Downtown,49.27821,-123.10759,Entire home/apt,119.0,3
29279647,Home away from Home Off Trendy Main Street,Sunset,49.21653,-123.10001,Entire home/apt,200.0,3
29310038,Modern and Spacious 1 bed Apartment,Mount Pleasant,49.26499,-123.10008,Entire home/apt,110.0,2
29340151,Cozy  morden bedroom near UBC STR (Phone number hidden by Airbnb),Dunbar Southlands,49.25328,-123.18632,Entire home/apt,100.0,7
29369950,Waterfront suite close to downtown!!,Hastings-Sunrise,49.29312,-123.05222,Entire home/apt,120.0,1
29372213,Open-Concept Loft in Heritage Building in Central Downtown,Downtown Eastside,49.28073,-123.10904,Entire home/apt,185.0,30
29393169,Live Downtown in Style!!! Sleeps 4 w/Parking!!!,Downtown,49.27881,-123.12375,Entire home/apt,129.0,20
29462560,Happy House in Vancouver - near Airport / Downtown,Sunset,49.21282,-123.08991,Entire home/apt,89.0,3
29484390,Van Vibe,Fairview,49.25751,-123.13071,Private room,75.0,3
29485224,Private and Cozy 2BDR 2BA Home in Kitsilano,Arbutus Ridge,49.25626,-123.15797,Entire home/apt,200.0,2
29485381,⚡DISCOUNTS+SANITIZED PENTHOUSE+ PARKING+ YALE TOWN,Downtown,49.27746,-123.12947,Entire home/apt,250.0,2
29489733,Convenient private room &easy transitaccess! 日本語OK,Kensington-Cedar Cottage,49.2416,-123.05955,Private room,50.0,30
29498778,Vancouver 看得见风景的高层新公寓,Renfrew-Collingwood,49.24191,-123.05692,Entire home/apt,70.0,30
29520915,Large Premium Suite in Yaletown w/Parking & Patio,Downtown,49.27408,-123.12893,Entire home/apt,149.0,2
29522129,Contemporary First Shaughnessy Estate Whole House,Shaughnessy,49.25641,-123.13907,Entire home/apt,489.0,2
29536553,Contemporary Condo at Granville Island’s Entrance,Fairview,49.27126,-123.13947,Entire home/apt,194.0,28
29541407,Garden suite in West Pt Grey,West Point Grey,49.26366,-123.19971,Entire home/apt,61.0,2
29541939,Heart of Kits! Character Home-Walk to the Beach!,Kitsilano,49.26541,-123.15441,Entire home/apt,290.0,3
29548839,1-bedroom gem in beautiful Dunbar,Dunbar Southlands,49.25161,-123.18488,Entire home/apt,100.0,1
29591971,"Shared Accomodations, West End (Downtown)",West End,49.28266,-123.1267,Shared room,85.0,3
29593493,ZEN Comfy Japanese Garden Suite by the beach,West Point Grey,49.27191,-123.20601,Entire home/apt,180.0,3
29608098,Courtyard Coachouse with a Big Heart,Kensington-Cedar Cottage,49.25674,-123.06699,Entire home/apt,97.0,3
29649427,Beautiful 5-Bedroom Heritage Home,Grandview-Woodland,49.26775,-123.06386,Entire home/apt,475.0,3
29686143,Nelson House- Basement room 2,West End,49.28569,-123.13188,Private room,80.0,30
29689232,Gorgeous Junior 1 Bedroom in the heart of Downtown,Downtown,49.28275,-123.12331,Entire home/apt,85.0,30
29736759,"Sweet, modern condo with a mountain view",Downtown Eastside,49.2829,-123.09202,Entire home/apt,146.0,3
29737974,Your Own Space in Trendy Main Street Vancouver,Riley Park,49.24527,-123.10187,Entire home/apt,120.0,1
