id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights
9615787,AMAZING 1 BED APT WITH PARKING,Downtown,49.27766,-123.11936,Entire home/apt,115.0,30
9683779,PROMO Fully furnished 2BR w/PARKING! 30 nights min,Marpole,49.2099,-123.14201,Entire home/apt,130.0,30
9684270,Luxury 2BR+2BH FURNISHED APT W/AC 30 nights min,Marpole,49.21076,-123.1406,Entire home/apt,130.0,30
9700554,Gastown/Railtown Loft in Vancouver,Strathcona,49.28576,-123.09704,Entire home/apt,110.0,30
9729113,Private Modern 2 BR Condo,Riley Park,49.25357,-123.09021,Entire home/apt,200.0,1
9779426,Convenient Monthly Downtown Private Bedroom&Bath,Downtown,49.27609,-123.12548,Private room,44.0,30
9885726,#2 Daybed Steps to Beach ~ 30 day min stay,Kitsilano,49.2712,-123.15983,Private room,37.0,30
9901027,Private Room + Shared Bathrooms in Boutique Hotel,Downtown,49.28385,-123.11252,Private room,99.0,1
9901028,Sweet Suite Cambie Village,Riley Park,49.25541,-123.11286,Entire home/apt,108.0,30
9906124,#305 Extended Stay Vancouver,Mount Pleasant,49.2634,-123.08741,Entire home/apt,97.0,30
9906170,#311 -Extended Stay Vancouver,Mount Pleasant,49.26416,-123.08633,Entire home/apt,83.0,30
9979381,"Bright, Lovely, Spacious, Central",Mount Pleasant,49.25693,-123.09262,Entire home/apt,136.0,3
9997018,EpiCenter of Downtown Vancouver,Downtown,49.28482,-123.11753,Entire home/apt,125.0,6
9997055,Home away from home ...,Downtown,49.28033,-123.10838,Entire home/apt,150.0,3
10060002,Gorgeous Duplex in Kitsilano,Kitsilano,49.2593,-123.15626,Entire home/apt,194.0,2
10151493,Lg Executive Oceanview SubPenthouse 14 day minimum,Downtown Eastside,49.28065,-123.1092,Entire home/apt,120.0,14
10154874,Downtown Davie 1 bed condo 720sq/ft,Downtown,49.27838,-123.12793,Entire home/apt,205.0,2
10237037,Lovely Room in Vancouver - Zone 1 by the Skytrain!,Renfrew-Collingwood,49.24022,-123.04301,Private room,65.0,30
10248579,Cozy Private Studio Near The Drive,Kensington-Cedar Cottage,49.2448,-123.0658,Entire home/apt,58.0,3
10282876,Private Guestroom in Boutique Hotel,Downtown,49.28272,-123.11368,Private room,84.0,1
10472216,Vancouver great location,Kitsilano,49.2626,-123.15377,Entire home/apt,125.0,30
10473928,"Private Room with Queen Bed, Vancouver,",Killarney,49.23096,-123.02663,Private room,42.0,1
10487713,Great Space in the East Village,Hastings-Sunrise,49.27662,-123.04938,Entire home/apt,94.0,30
10523480,West end haven,West End,49.28685,-123.13535,Entire home/apt,98.0,3
10541223,"Vancouver, Apartment Garden Level/Bsmt Suite",South Cambie,49.25291,-123.11915,Entire home/apt,82.0,1
10569044,Kits Seaside Getaway With Views,Kitsilano,49.27051,-123.17734,Entire home/apt,275.0,5
10569670,Modern Yaletown Condo,Downtown,49.27564,-123.1277,Entire home/apt,149.0,3
10598712,New 1200sqft Spacious Central Netflix Pool Aircon,West End,49.28371,-123.12292,Entire home/apt,700.0,30
10598772,NEW EXECUTIVE BASEMENT SUITE WITH PRIVATE ENTRANCE,Marpole,49.20773,-123.14482,Entire home/apt,92.0,5
10612995,Bright corner suite loft.,Fairview,49.26516,-123.14034,Entire home/apt,250.0,3
10618317,Willow Tree Fort,Kensington-Cedar Cottage,49.24414,-123.07232,Entire home/apt,80.0,3
10619890,Garden Suite Character House,Grandview-Woodland,49.27212,-123.06452,Entire home/apt,101.0,3
10619943,"Skylight, Private Room & 1/2 bath Commercial Drive",Grandview-Woodland,49.27208,-123.06558,Private room,75.0,2
10635795,Penthouse 3br 2bth Pool by BC Place,Downtown,49.28097,-123.10887,Entire home/apt,599.0,30
10654479,On The Waterfront in Kitsilano -City & OceanViews!,Kitsilano,49.2705,-123.17758,Entire home/apt,325.0,5
10710364,Main Street Cozy Garden Suite: free parking,Riley Park,49.24363,-123.09621,Entire home/apt,99.0,2
10811008,Residency Boutique Suites - King suite,Downtown,49.28538,-123.11767,Entire home/apt,159.0,1
10837935,"Huge, Modern Loft in the Heart of the City",Downtown,49.27867,-123.12192,Entire home/apt,125.0,30
10851958,Westside Character Home,Dunbar Southlands,49.24731,-123.17147,Entire home/apt,495.0,3
10867374,Waterfront Luxury Corner Suite + Balcony Min 1 M,Downtown,49.27577,-123.11341,Entire home/apt,198.0,30
10908114,Olympic Village - new & tasteful - Gorgeous views!,Mount Pleasant,49.27252,-123.10109,Private room,108.0,4
10924322,Modern Open-Concept Space,Downtown Eastside,49.28171,-123.10604,Entire home/apt,180.0,3
10948140,Ultra Modern Loft in Gastown 1 BDRM  Courtyard BBQ,Downtown Eastside,49.28362,-123.1044,Entire home/apt,196.0,3
11004032,Luxurious suite  in Vancouver’s tallest building!,West End,49.28538,-123.12412,Hotel room,261.0,1
11082375,Beautiful Kits Suite,Kitsilano,49.26007,-123.15487,Entire home/apt,125.0,3
11123681,Beautiful Quiet English Heritage Vacation Home,Dunbar Southlands,49.23543,-123.18626,Entire home/apt,300.0,4
11203049,Townhouse Guest Room & Bath | Near Downtown,Fairview,49.26032,-123.12052,Private room,75.0,3
11207279,"Bright, Relaxed Apartment Overlooking Stanley Park",West End,49.29229,-123.13624,Entire home/apt,118.0,30
11228273,Stunning 2bd right in the action,Downtown,49.27962,-123.10661,Entire home/apt,129.0,30
11230131,Moberly Park Getaway - Near Skytrain & Buses!,Sunset,49.21672,-123.08975,Entire home/apt,170.0,2
11261229,The Patio Suite @ Grandview House,Grandview-Woodland,49.27247,-123.07137,Entire home/apt,175.0,5
11281139,Mid Century Modern 2 Bedroom near UBC  # (Phone number hidden by Airbnb),West Point Grey,49.26345,-123.1881,Entire home/apt,225.0,3
11305898,Clean Two Bedroom Suite -10 min from DT Van,Hastings-Sunrise,49.27144,-123.05007,Entire home/apt,90.0,3
11316236,#21 ~ Steps to Kits Beach ~ Min. One Month Stay,Kitsilano,49.27285,-123.15957,Private room,35.0,30
11355778,Cute East Van Garden Suite,Grandview-Woodland,49.27219,-123.06629,Private room,75.0,3
11361362,Charming cottage in awesome area,Kensington-Cedar Cottage,49.25789,-123.07012,Entire home/apt,200.0,5
11372212,Private bedroom in spacious home,Killarney,49.2144,-123.0252,Private room,68.0,3
11393844,"Comfy, Artsy, 3-Bed Downtown House (Semi-Detached)",Downtown Eastside,49.27815,-123.08831,Entire home/apt,349.0,2
11396241,The Flats on Georgia,Downtown Eastside,49.27828,-123.10003,Entire home/apt,84.0,1
11399724,Centrally-located character home,South Cambie,49.2565,-123.12034,Private room,125.0,1
11401593,Modern 2 bedroom 1100 SF  in Kitsilano,Kitsilano,49.25934,-123.1702,Entire home/apt,249.0,5
11417632,#26 Private Unit~Steps to Kits Beach! Min. 30 day.,Kitsilano,49.27284,-123.15895,Private room,37.0,30
11424428,"Unbeatable Corner VIEWS!Top Location,Free Parking",Downtown,49.27977,-123.107,Entire home/apt,101.0,1
11441600,Kitsilano Apartment by the Beach!,Kitsilano,49.27505,-123.14923,Entire home/apt,130.0,30
11454817,129 VIEW!!  2 Bedroom Furnished Harbourside Park,Downtown,49.29046,-123.12615,Entire home/apt,89.0,30
11456532,15 MIN. TO DOWNTOWN VANCOUVER/LONG TERM/PETS OK,Riley Park,49.23419,-123.09672,Entire home/apt,150.0,30
11472229,"CLEAN, MODERN KERRISDALE ONE BEDROOM SUITE",Kerrisdale,49.22668,-123.15753,Entire home/apt,94.0,2
11492321,Family-Friendly 3bdr Character Duplex Facing Park,Grandview-Woodland,49.2737,-123.0696,Entire home/apt,320.0,2
11512985,Contemporary Coach House in the Heart of Vancouver,Riley Park,49.24919,-123.11056,Entire home/apt,155.0,4
11531546,VGH UBC Executive Luxury Bright 1BR Apartment,Fairview,49.26097,-123.11724,Entire home/apt,94.0,30
11548616,A sweet little East Van suite,Hastings-Sunrise,49.28042,-123.04314,Entire home/apt,84.0,3
11588321,Downtown Vancouver Robson Street,Downtown,49.27743,-123.11593,Entire home/apt,190.0,2
11589159,Unbelievable Downtown Luxury PH,Downtown,49.28054,-123.10822,Entire home/apt,750.0,2
11592162,2 Bedroom Suite near Commercial Dr.,Grandview-Woodland,49.27689,-123.0595,Entire home/apt,161.0,1
11624015,Modern new home in the heart of Van,Riley Park,49.24789,-123.09152,Entire home/apt,795.0,3
11638140,"Beautiful, bright & sunny  3BR in Posh Kitsilano",Kitsilano,49.26907,-123.17436,Entire home/apt,380.0,3
11656829,Bright Modern room queen bed,Mount Pleasant,49.2651,-123.10038,Private room,125.0,1
11658351,Walk to the beach and the City,Kitsilano,49.27643,-123.1495,Entire home/apt,117.0,15
11672441,PERFECTION IN THE HEART OF DOWNTOWN,Downtown,49.28121,-123.11955,Entire home/apt,70.0,2
11677580,Walk Everywhere! Sunny 1Br Downtown Vancouver,Downtown,49.27915,-123.12332,Entire home/apt,162.0,3
11677752,"Live in a sunny, gorgeous laneway house",Sunset,49.22848,-123.10016,Entire home/apt,95.0,7
11697096,Downtown Room+Free Parking+Gym&SwimmingPool&HotTub,Downtown,49.27852,-123.1095,Private room,30.0,1
11701085,Bright Basement Suite,Kitsilano,49.26263,-123.17445,Entire home/apt,70.0,30
11722747,VGH UBC Executive Bright Luxury Studio Apartment,Fairview,49.25862,-123.11678,Entire home/apt,90.0,30
11723607,Room With a View + Parking,Downtown,49.27755,-123.12856,Entire home/apt,125.0,3
11757858,2BR Downtown Central Location w/ a View,Downtown,49.27892,-123.10812,Entire home/apt,225.0,2
11802386,Main Street Studio Retreat,Riley Park,49.24666,-123.10268,Entire home/apt,89.0,2
11851708,Main & King Garden Apartment,Riley Park,49.24875,-123.10395,Entire home/apt,145.0,1
11868866,YALETOWN SKYLINE TOWNHOUSE W/ POOL AND PARKING,Downtown,49.2778,-123.1204,Entire home/apt,400.0,2
11906047,EYES ON KNIGHT-Spacious 2 B/R suite with Parking,Kensington-Cedar Cottage,49.25115,-123.07598,Entire home/apt,149.0,2
11922799,Yaletown Fully Furnished Studio at English Bay,Downtown,49.27581,-123.13245,Entire home/apt,80.0,30
11941603,Stunning Kits Oasis!!!,Kitsilano,49.26999,-123.16867,Private room,76.0,1
11949456,Jaipur Rm Water View DT Priv bath,Downtown Eastside,49.28079,-123.10907,Private room,148.0,2
11950920,Beachfront Basement with Hot Tub and Steam Room,West Point Grey,49.27058,-123.20692,Entire home/apt,162.0,4
11986499,Cozy and quiet in beautiful kits!,Fairview,49.26572,-123.13982,Entire home/apt,116.0,1
12005783,Vancouver dowtown executive apartament,Downtown,49.28792,-123.12648,Entire home/apt,200.0,3
12033935,#3 Beach Side,Kitsilano,49.27221,-123.16003,Entire home/apt,130.0,30
12044153,Charming 2BDR Suite- Parking- W/D -Heart of Kits,Kitsilano,49.25892,-123.16444,Entire home/apt,196.0,30
12052091,Downtown Bachelor Studio+Water View,Downtown,49.29137,-123.12907,Entire home/apt,90.0,30
12057622,Cozy 1 bed/den Vintage Chic condo,Kitsilano,49.26988,-123.16777,Entire home/apt,130.0,30
12083773,Two Bedroom Kits Beach Charm,Kitsilano,49.2704,-123.15739,Entire home/apt,189.0,6
12116226,Spacious 2 Bedroom Suite at Kensington,Kensington-Cedar Cottage,49.24328,-123.07454,Entire home/apt,90.0,2
12157772,Bright Private suite to explore Van,Sunset,49.22241,-123.08787,Entire home/apt,80.0,2
12209150,Boutique Suites - King Suite,Downtown,49.2856,-123.11782,Entire home/apt,160.0,1
12210228,Residency Boutique Suites - Kingroom,Downtown,49.28556,-123.11696,Entire home/apt,151.0,1
12213507,"LUXURY PENTHOUSE THE CARLYLE, ALBERNI",West End,49.28256,-123.12658,Entire home/apt,250.0,30
12241853,Family-friendly 2 bed / 2 bath on Main St,Riley Park,49.24902,-123.1003,Entire home/apt,149.0,2
12244047,Kitsilano Haven,Kitsilano,49.27201,-123.16148,Entire home/apt,108.0,2
12245225,Beach Hideaway - 30 Days +,Kitsilano,49.2706,-123.1603,Entire home/apt,149.0,30
12253914,Private Entrance 1BR Suite. Centrally Located,Kensington-Cedar Cottage,49.24281,-123.07328,Entire home/apt,56.0,5
12304783,Cute coach house for 6-2 bath and  private patio.,Hastings-Sunrise,49.27442,-123.04381,Entire home/apt,149.0,1
12309772,Great Location! Spacious 2bed2bath,Downtown,49.28688,-123.12324,Entire home/apt,399.0,2
12328303,Langara 1BR Condo by the College,Riley Park,49.24859,-123.11442,Entire home/apt,110.0,2
12336968,City Cottage - 6BR/4BA >2700 Sqft Family friendly,Kensington-Cedar Cottage,49.25162,-123.08268,Entire home/apt,188.0,1
12345888,Arty & Central/ /Private Patio/ /109 yr-old bldg,Fairview,49.26478,-123.12864,Entire home/apt,225.0,2
12391067,E1 - Chic Downtown Condominium near Robson Street Boutiques,Downtown,49.28198,-123.12366,Entire home/apt,100.0,30
12423800,Georgian Colonial near UBC,Dunbar Southlands,49.25082,-123.18747,Entire home/apt,400.0,3
12449836,Big Bright Room in Kitsilano,Kitsilano,49.26773,-123.15126,Private room,145.0,1
12455740,Fully Furnished One Bedroom Downtown  Vancouver,Downtown,49.28494,-123.11361,Entire home/apt,129.0,30
12488607,E VAN Family Bungalow - 2BR 1B w YD WIFI PARKNG,Hastings-Sunrise,49.28423,-123.05416,Entire home/apt,194.0,2
12494176,"Massive, bright and unique four bedroom space!",Kensington-Cedar Cottage,49.25046,-123.06814,Entire home/apt,295.0,30
12522460,"Room in 109-yr old bldg: arty, spacious, central!",Fairview,49.26309,-123.12922,Private room,80.0,1
12522873,Modern Gastown Loft,Downtown Eastside,49.28156,-123.10595,Entire home/apt,186.0,2
12542874,Mount Pleasant - modern family home,Mount Pleasant,49.25999,-123.07915,Entire home/apt,300.0,5
12548227,PENTHOUSE SUITE. Downtown. Amazing View,West End,49.28232,-123.125,Entire home/apt,184.0,30
12561099,Stunning Downtown Condo,Downtown,49.27929,-123.12445,Entire home/apt,119.0,30
12561247,"Modern,bright space,fab location,chic style",Fairview,49.26786,-123.14162,Private room,106.0,2
12604369,Chloe’s Garden Suite - Fireplace and Steam Room,Riley Park,49.2535,-123.10214,Entire home/apt,141.0,1
12604736,Downtown Cozy Apt By The Beach,West End,49.2847,-123.13973,Entire home/apt,149.0,5
12606189,Cozy Quiet DT Vancouver Studio w/ weekly Laundry,Downtown,49.28076,-123.12618,Entire home/apt,62.0,30
12608756,Bright & Cozy Studio,West End,49.28899,-123.13259,Shared room,66.0,4
12611121,"spacious, funky, 3 bdrm., well located",Marpole,49.21407,-123.14041,Entire home/apt,139.0,3
12634353,Heritage House - Garden Level 2 Bdrm Suite,Kensington-Cedar Cottage,49.24855,-123.08006,Entire home/apt,98.0,3
12736445,Heart of Kits,Kitsilano,49.26542,-123.15811,Entire home/apt,349.0,5
12791718,Nearby marine drive sky train house,Sunset,49.21819,-123.10545,Entire home/apt,98.0,2
12798674,One bedroom suite,South Cambie,49.25343,-123.12686,Entire home/apt,139.0,3
12807727,BEST location/bowling alley/FREE parking/sea wall,Downtown,49.27585,-123.11185,Entire home/apt,63.0,30
12815958,1 Bedroom Apartment with Open View Sleeps 2-4,Marpole,49.21122,-123.11651,Entire home/apt,116.0,30
12853613,GASTOWN HERITAGE PENTHOUSE + PRIVATE ROOFTOP DECK,Downtown Eastside,49.28352,-123.10246,Entire home/apt,299.0,1
12853927,"Perfect Location, Perfect Gem! Beach District!",Downtown,49.27576,-123.13262,Entire home/apt,136.0,5
12874057,"Cool place on Main St, trendiest hood in Vancouver",Mount Pleasant,49.25731,-123.09391,Entire home/apt,85.0,4
12952602,House in the Heart of Main Street!,Riley Park,49.24795,-123.09742,Entire home/apt,208.0,4
12971136,D20- Beautiful 1 bedroom suite,Downtown,49.27408,-123.12817,Entire home/apt,94.0,30
12974050,Vancouver West End Condo with Parking (on request),West End,49.28148,-123.13134,Entire home/apt,198.0,2
12991276,Downtown Vancouver Studio,Downtown,49.27898,-123.12734,Entire home/apt,198.0,30
13000591,Cozy one bedroom suite,Marpole,49.21574,-123.13195,Private room,79.0,3
13007169,"Modern 2 Bdrm+2 Bath+Den+1 Parking, Yaletown, View",Downtown,49.27467,-123.11475,Entire home/apt,165.0,30
13032884,marinaside,Downtown,49.27137,-123.12259,Entire home/apt,200.0,30
13035303,Beautiful new townhouse room in artistic district,Kensington-Cedar Cottage,49.26138,-123.07375,Private room,48.0,3
13093588,Savor Breathtaking Views of Downtown,Downtown,49.27638,-123.12413,Entire home/apt,129.0,30
13111653,"Historic Neighborhood: Bright Apt, Beautiful View",Downtown,49.2806,-123.10778,Entire home/apt,200.0,30
13125780,Vancouver's Special Vancouver Special,Kensington-Cedar Cottage,49.23456,-123.08954,Entire home/apt,170.0,7
13125960,Quiet Mid Century Bungalow,Renfrew-Collingwood,49.23602,-123.0556,Private room,49.0,2
13148765,"Bright, Private Garden Suite off Commercial Drive",Grandview-Woodland,49.26478,-123.06693,Entire home/apt,89.0,1
13157169,Beautifully renovated- 2bed & 2bath off Main St!,Riley Park,49.23399,-123.10136,Entire home/apt,180.0,30
13158407,Home Sweet Home East Village,Grandview-Woodland,49.27987,-123.06021,Entire home/apt,168.0,5
13167163,"Luxe Heritage Gastown Loft, Thoroughly Renovated",Downtown Eastside,49.2819,-123.10909,Entire home/apt,189.0,2
13205734,The Green House,Renfrew-Collingwood,49.26074,-123.05512,Entire home/apt,63.0,2
13208731,❤Beautiful Studio Loft Suite by Downtown,Mount Pleasant,49.25863,-123.10994,Entire home/apt,135.0,30
13208772,Modern Ground Floor Suite in Westside Vancouver,Arbutus Ridge,49.24645,-123.16715,Entire home/apt,110.0,3
13211615,Home Sweet Home East Village!,Grandview-Woodland,49.27926,-123.06185,Entire home/apt,94.0,3
13219781,"**room #1**is available (Vancouver, BC)",Riley Park,49.25126,-123.09347,Private room,42.0,2
13247035,#C1 room w/shared kitchen/bath~ Steps to the Beach,Kitsilano,49.2717,-123.15887,Entire home/apt,75.0,30
13263762,Self-contained suite in Vancouver (Fraser St).,Mount Pleasant,49.25725,-123.0871,Entire home/apt,94.0,2
13266055,Beautiful Vancouver City Bungalow,Hastings-Sunrise,49.27569,-123.03918,Entire home/apt,219.0,2
13274735,Suite garden patio on The Drive,Grandview-Woodland,49.26656,-123.06986,Entire home/apt,90.0,3
13284025,Big and Bright and Beautiful -1 Bdrm off Main St,Sunset,49.23283,-123.09666,Entire home/apt,125.0,1
13284465,Amazing 3 Bedrm Condo w/ Incredible View + Parking,Downtown,49.2792,-123.10672,Entire home/apt,129.0,2
13298502,Lovely 2 bedroom townhome,Sunset,49.23162,-123.09393,Entire home/apt,200.0,4
13308004,East Vancouver studio suite in cute home,Mount Pleasant,49.25786,-123.08376,Entire home/apt,150.0,3
13317612,Hip and cool apartment in downtown Vancouver,Downtown,49.27792,-123.12969,Entire home/apt,151.0,1
13350002,"Main St, Private 2 BR, skytrain: King Ed downtown",Riley Park,49.24842,-123.10292,Entire home/apt,182.0,3
13358432,Private Bachelor Suite for 1p w/ Sundeck,Renfrew-Collingwood,49.25495,-123.03533,Entire home/apt,70.0,30
13360139,A private room in the Heart of Downtown,West End,49.28935,-123.13324,Private room,105.0,2
13361855,Room in the Tree Tops,Arbutus Ridge,49.24774,-123.1671,Private room,85.0,1
13383325,The Main **Newly renovated January 2020**,Sunset,49.2198,-123.10041,Entire home/apt,75.0,1
13396760,Comfortable Family home at the centre of it all!,Riley Park,49.2512,-123.10338,Entire home/apt,130.0,3
13416108,Large & Bright Gastown Luxury Loft w/20ft ceilings,Downtown Eastside,49.28396,-123.10318,Entire home/apt,200.0,2
13419885,"2 BR 3 BD Great location, close to bus stops",Dunbar Southlands,49.25594,-123.1868,Private room,261.0,1
13429166,(ROOM2)  Private Room with Separate Entrance,Shaughnessy,49.24297,-123.13293,Private room,61.0,1
13429931,(ROOM1)  Private Room with Separate Entrance,Shaughnessy,49.2431,-123.13435,Private room,61.0,1
13433673,Bedroom in a great apartment close to Seawall,Downtown,49.27485,-123.10113,Private room,85.0,2
13435088,Nice & Spacious two-level House by Langara College,Oakridge,49.2197,-123.10643,Entire home/apt,261.0,2
13452560,Bright One Bedroom Vancouver Apartment,Mount Pleasant,49.26151,-123.08326,Entire home/apt,65.0,3
13456176,Rustic Suite near Commercial Drive in Vancouver,Grandview-Woodland,49.26951,-123.06659,Entire home/apt,150.0,2
13464468,3BDR Luxury Heritage Home- heart of Kitsilano,Kitsilano,49.25895,-123.16318,Entire home/apt,900.0,30
13496222,Private Room in Joyce Collingwood Station,Renfrew-Collingwood,49.23419,-123.03003,Private room,49.0,1
13525164,Elegance plus Location; Steps to Downtown Van,West End,49.28202,-123.13598,Entire home/apt,98.0,30
13565457,One Free Week in June + Free Compass Card,West End,49.29157,-123.13861,Private room,151.0,30
13587559,Luxury 2 Level House,Kensington-Cedar Cottage,49.25505,-123.07804,Entire home/apt,650.0,2
13604686,2-Bed Cozy Suite  - Minutes to Buses and Train!,Renfrew-Collingwood,49.2343,-123.03408,Entire home/apt,177.0,2
13607124,Vancouver Family Suite for Six,Killarney,49.22016,-123.03082,Entire home/apt,148.0,1
13607164,Large garden suite very close to Commercial Drive,Kensington-Cedar Cottage,49.25755,-123.07519,Entire home/apt,94.0,30
13619735,Downtown 1 Bdr.+Parking+Gym/Pool,Downtown,49.27947,-123.10841,Entire home/apt,151.0,1
13621629,Prime Downtown Location - Urban Oasis with Parking,West End,49.2826,-123.13828,Private room,98.0,3
13634288,New Renfrew-Collingwood suite: 20 mins to downtown,Renfrew-Collingwood,49.24251,-123.04091,Entire home/apt,65.0,30
13642745,Beautiful heritage home in Pt Grey,Kitsilano,49.27199,-123.18452,Private room,69.0,1
13643954,Luxury Fairview Slopes 4 Bed Penthouse,Fairview,49.26624,-123.11539,Entire home/apt,294.0,30
13657718,"Cozy, bright bedroom in large lovely home",Kitsilano,49.26819,-123.18123,Private room,97.0,1
13669298,Downtown Vancouver Penthouse Private Room 3003,Downtown,49.28685,-123.12337,Private room,196.0,1
13669501,Robson Vancouver Downtown,Downtown,49.27862,-123.11682,Private room,200.0,1
13673539,Garden Suite off Skytrain  Downtown Commercial Dr,Kensington-Cedar Cottage,49.25944,-123.05851,Entire home/apt,77.0,1
13684395,"1 BR suite with Private Kitchen, Entrance, Laundry",Hastings-Sunrise,49.27502,-123.05348,Entire home/apt,89.0,3
13701691,Charming garden level studio. Completely private.,Kensington-Cedar Cottage,49.24133,-123.06364,Entire home/apt,80.0,1
13733856,"Bright & Comfy,  English Bay Character Apartment",West End,49.28514,-123.13695,Private room,68.0,2
13766869,❤️ SUPER CENTRAL DOWNTOWN VANCOUVER in YALETOWN ❤️,Downtown,49.2798,-123.12099,Entire home/apt,100.0,30
13767831,Perfect 2bdrm home in Kits,Kitsilano,49.26715,-123.1458,Entire home/apt,145.0,30
13773799,Best Location to explore Vancouver,Downtown,49.27718,-123.1183,Entire home/apt,255.0,1
13780435,Beautiful Kitsilano Character Home,Kitsilano,49.26938,-123.17446,Entire home/apt,306.0,1
13829747,Best Vancouver Location,Mount Pleasant,49.26189,-123.11045,Entire home/apt,149.0,2
13831080,LH1 - Sleek Downtown Condo with a Balcony,Downtown,49.28015,-123.11723,Entire home/apt,136.0,30
13837849,"Main St to UBC, 10 min to downtown, 3 BR apt",Riley Park,49.25016,-123.10472,Entire home/apt,268.0,5
13843432,Hidden Bohemia on the Drive,Grandview-Woodland,49.2676,-123.0733,Private room,66.0,2
13858633,"Bright and spacious 2 bdrm, 2 bath great location",Downtown,49.27968,-123.1088,Entire home/apt,349.0,3
13867346,Sunny Garden Suite in Mount Pleasant,Riley Park,49.25655,-123.10453,Entire home/apt,125.0,4
13898167,Kits apartment near beach,Kitsilano,49.27006,-123.18427,Entire home/apt,108.0,10
13912445,Large 2 Bedroom Full Basement Suite Next to a Park,Renfrew-Collingwood,49.25378,-123.02777,Entire home/apt,200.0,30
13914085,"Yaletown, the place to be in Vancouver",Downtown,49.27566,-123.11834,Private room,169.0,29
13962376,Double loft suite in character house.,Grandview-Woodland,49.27781,-123.06186,Entire home/apt,136.0,2
13962385,"Mountainview  Bedroom, Character House",Grandview-Woodland,49.27988,-123.06317,Private room,54.0,2
13968919,Charming Character Home in Central Vancouver,Mount Pleasant,49.25632,-123.08116,Entire home/apt,241.0,2
13980504,"**Room #2** is available  (Vancouver, BC)",Riley Park,49.2517,-123.0934,Private room,39.0,2
13992194,"Cute, cozy 2 Bedroom Garden Suite",Grandview-Woodland,49.27892,-123.07257,Entire home/apt,115.0,29
13993885,"Executive Downtown Vancouver Penthouse, City Views",Downtown,49.28001,-123.12515,Entire home/apt,419.0,30
13994841,Central Downtown Modern Unit w/ Breathtaking Views,Downtown,49.28265,-123.11568,Entire home/apt,179.0,14
13996470,Stay in the heart of Kitsilano,Kitsilano,49.26473,-123.15798,Private room,68.0,2
13998682,Master Bedroom (Private bath)! heart of Downtown!,West End,49.27941,-123.13035,Private room,99.0,3
13999349,Luxury Coal Harbour 2 bed 2 bath w/ Stunning Views,Downtown,49.28971,-123.12309,Entire home/apt,250.0,30
13999471,BRAND-New Beautiful 2 Br/1.5 Ba Coach House,Renfrew-Collingwood,49.23992,-123.03235,Entire home/apt,136.0,2
14015267,ROBSON/STANLEY PARKCondo Free Underground Parking,West End,49.2888,-123.13167,Entire home/apt,250.0,2
14028670,"VGH Luxury, Bright & Central 1 BR Executive Apt",Fairview,49.25887,-123.11853,Entire home/apt,90.0,30
14029073,Yvette's place 2,Hastings-Sunrise,49.28924,-123.043,Private room,49.0,1
14074129,Spacious Basement Mini-Suite in Dunbar near U.B.C.,Dunbar Southlands,49.25671,-123.18788,Entire home/apt,106.0,3
14074932,Cozy 1 Bedroom unit with Open View sleeps 2 - 4,Marpole,49.21147,-123.11355,Entire home/apt,80.0,30
14077912,"Garden suite, beside forest, near UBC and beach.",Dunbar Southlands,49.25777,-123.1953,Entire home/apt,249.0,2
14078952,Quirky Kitsilano Beach Loft,Kitsilano,49.27299,-123.1524,Entire home/apt,273.0,1
14105581,2 Bedroom suite steps to the Beach!,Kitsilano,49.26362,-123.18451,Entire home/apt,185.0,3
14107152,FuN OLd  SKOoL APARTMeNT !!,Kensington-Cedar Cottage,49.23374,-123.07699,Entire home/apt,118.0,1
14112422,Modern Yaletown 700 sq. ft. studio,Downtown,49.27568,-123.12098,Entire home/apt,120.0,5
14141460,Best of Vancouver,Downtown,49.27542,-123.1131,Private room,99.0,2
14162473,Best central Mt. Pleasant  2 bedroom w park nearby,Mount Pleasant,49.25864,-123.11017,Entire home/apt,125.0,30
14168267,Commercial Drive Hideaway ( parking/ train/ patio),Grandview-Woodland,49.26692,-123.06721,Entire home/apt,163.0,3
14177739,Family Friendly House in Central Vancouver,Kensington-Cedar Cottage,49.24393,-123.07991,Entire home/apt,199.0,3
14202073,Cool Hip Commercial Drive Master Bedroom & Bathroom,Grandview-Woodland,49.27238,-123.06842,Private room,130.0,2
14203231,Garden Level Studio Suite in Vancouver South,Sunset,49.21211,-123.10092,Entire home/apt,55.0,1
14222707,Delbert: the Author and his Oasis World Masks,Sunset,49.21597,-123.09025,Private room,225.0,1
14235097,Delightful Bedroom.,Renfrew-Collingwood,49.25797,-123.05435,Private room,54.0,1
14237741,East Village Haven,Grandview-Woodland,49.27887,-123.0601,Entire home/apt,94.0,2
14247519,New Building in Historic Chinatown,Downtown Eastside,49.27849,-123.1009,Entire home/apt,169.0,30
14248978,"Charming Guest-house, close to Downtown",Downtown Eastside,49.27822,-123.09097,Entire home/apt,138.0,30
14266530,"Beautiful comfy, private garden suite.",Sunset,49.2282,-123.10429,Entire home/apt,169.0,2
14277816,Funky Room on Hip East Side,Kensington-Cedar Cottage,49.25616,-123.08064,Private room,32.0,30
14296335,Comfy House off Sky Train Commercial Dr & Downtown,Kensington-Cedar Cottage,49.26184,-123.05848,Private room,44.0,1
